tanggal,provinsi,kabupaten,kecamatan,fasyankes,penyakit,kode_penyakit,minggu,tahun,tahun_minggu,tahun_minggu_f,age_group,kelamin,kasus
2022-01-05,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,H. 20 - 44 year old,Female,43
2022-01-05,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Male,31
2022-01-05,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Female,37
2022-01-05,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Male,79
2022-01-05,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Female,66
2022-01-05,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,K. > 70 year old,Male,28
2022-01-05,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,K. > 70 year old,Female,18
2022-01-05,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,Diare Akut,A,1.0,2022.0,2022 - 01,2022.01,,Male,3
2022-01-05,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,Diare Akut,A,1.0,2022.0,2022 - 01,2022.01,,Female,6
2022-01-05,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,Diare Akut,A,1.0,2022.0,2022 - 01,2022.01,,,2
2022-01-05,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,ILI (Penyakit Serupa Influenza),Y,1.0,2022.0,2022 - 01,2022.01,,Male,1
2022-01-05,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,Pnemonia,D,1.0,2022.0,2022 - 01,2022.01,,Male,6
2022-01-05,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,Pnemonia,D,1.0,2022.0,2022 - 01,2022.01,,Female,6
2022-01-05,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,Pnemonia,D,1.0,2022.0,2022 - 01,2022.01,,,2
2022-01-05,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,Sindrom Jaundice Akut,G,1.0,2022.0,2022 - 01,2022.01,,Female,1
2022-01-05,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,Suspek Demam Tifoid,F,1.0,2022.0,2022 - 01,2022.01,,Male,1
2022-01-05,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,Suspek Demam Tifoid,F,1.0,2022.0,2022 - 01,2022.01,,Female,1
2022-01-05,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,Suspek Dengue,C,1.0,2022.0,2022 - 01,2022.01,,Female,2
2022-01-05,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,Suspek Dengue,C,1.0,2022.0,2022 - 01,2022.01,,,1
2022-01-05,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,1.0,2022.0,2022 - 01,2022.01,,Male,26
2022-01-05,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,1.0,2022.0,2022 - 01,2022.01,,Female,41
2022-01-05,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,1.0,2022.0,2022 - 01,2022.01,,,31
2022-01-05,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Female,1
2022-01-05,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,E. 5 - 9 year old,Female,1
2022-01-05,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,H. 20 - 44 year old,Male,1
2022-01-05,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,H. 20 - 44 year old,Female,4
2022-01-05,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Male,2
2022-01-05,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Female,1
2022-01-05,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Male,2
2022-01-05,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Female,2
2022-01-05,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,K. > 70 year old,Female,3
2022-01-06,BALI,KAB. BULELENG,BANJAR,BANJAR I,Gigitan Hewan Penular Rabies,P,1.0,2022.0,2022 - 01,2022.01,,,3
2022-01-06,BALI,KAB. BULELENG,BANJAR,BANJAR I,ILI (Penyakit Serupa Influenza),Y,1.0,2022.0,2022 - 01,2022.01,,,5
2022-01-06,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,1.0,2022.0,2022 - 01,2022.01,,,70
2022-01-06,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,A. 0 - 7 day old,Female,1
2022-01-06,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,D. 1 - 4 year old,Male,8
2022-01-06,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,D. 1 - 4 year old,Female,1
2022-01-06,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,E. 5 - 9 year old,Male,7
2022-01-06,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,E. 5 - 9 year old,Female,1
2022-01-06,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,F. 10 - 14 year old,Male,7
2022-01-06,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,F. 10 - 14 year old,Female,1
2022-01-06,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,G. 15 - 19 year old,Male,3
2022-01-06,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,G. 15 - 19 year old,Female,3
2022-01-06,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,H. 20 - 44 year old,Male,50
2022-01-06,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,H. 20 - 44 year old,Female,54
2022-01-06,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Male,46
2022-01-06,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Female,45
2022-01-06,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Male,78
2022-01-06,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Female,97
2022-01-06,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,K. > 70 year old,Male,24
2022-01-06,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,K. > 70 year old,Female,24
2022-01-06,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,Pnemonia,D,1.0,2022.0,2022 - 01,2022.01,,Male,4
2022-01-06,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,Pnemonia,D,1.0,2022.0,2022 - 01,2022.01,,,1
2022-01-06,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,Suspek Dengue,C,1.0,2022.0,2022 - 01,2022.01,,Male,2
2022-01-06,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,1.0,2022.0,2022 - 01,2022.01,,Male,21
2022-01-06,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,1.0,2022.0,2022 - 01,2022.01,,Female,13
2022-01-06,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,1.0,2022.0,2022 - 01,2022.01,,,14
2022-01-06,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,1.0,2022.0,2022 - 01,2022.01,H. 20 - 44 year old,Male,1
2022-01-06,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Male,1
2022-01-06,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,E. 5 - 9 year old,Male,1
2022-01-06,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,E. 5 - 9 year old,Female,1
2022-01-06,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,G. 15 - 19 year old,Female,1
2022-01-06,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,H. 20 - 44 year old,Male,3
2022-01-06,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,H. 20 - 44 year old,Female,6
2022-01-06,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Male,1
2022-01-06,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Female,2
2022-01-06,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Male,4
2022-01-06,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Female,5
2022-01-06,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,K. > 70 year old,Male,2
2022-01-06,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,K. > 70 year old,Female,1
2022-01-07,BALI,KAB. BULELENG,BANJAR,BANJAR I,ILI (Penyakit Serupa Influenza),Y,1.0,2022.0,2022 - 01,2022.01,,,2
2022-01-07,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,1.0,2022.0,2022 - 01,2022.01,,,59
2022-01-07,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,ILI (Penyakit Serupa Influenza),Y,1.0,2022.0,2022 - 01,2022.01,C. 28 day old - 1 year old,Male,1
2022-01-07,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,Sindrom Jaundice Akut,G,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Male,1
2022-01-07,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,D. 1 - 4 year old,Female,2
2022-01-07,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,E. 5 - 9 year old,Male,6
2022-01-07,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,E. 5 - 9 year old,Female,4
2022-01-07,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,F. 10 - 14 year old,Male,6
2022-01-07,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,F. 10 - 14 year old,Female,3
2022-01-07,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,G. 15 - 19 year old,Male,6
2022-01-07,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,G. 15 - 19 year old,Female,2
2022-01-07,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,H. 20 - 44 year old,Male,31
2022-01-07,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,H. 20 - 44 year old,Female,45
2022-01-07,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Male,37
2022-01-07,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Female,40
2022-01-07,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Male,74
2022-01-07,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Female,75
2022-01-07,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,K. > 70 year old,Male,41
2022-01-07,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,K. > 70 year old,Female,19
2022-01-07,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,Pnemonia,D,1.0,2022.0,2022 - 01,2022.01,,Female,1
2022-01-07,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,Suspek Tetanus,W,1.0,2022.0,2022 - 01,2022.01,,Male,1
2022-01-07,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,1.0,2022.0,2022 - 01,2022.01,,Male,17
2022-01-07,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,1.0,2022.0,2022 - 01,2022.01,,Female,13
2022-01-07,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,1.0,2022.0,2022 - 01,2022.01,,,8
2022-01-07,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,D. 1 - 4 year old,Female,1
2022-01-07,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,H. 20 - 44 year old,Female,6
2022-01-07,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Male,2
2022-01-07,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Female,1
2022-01-07,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Male,6
2022-01-07,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Female,8
2022-01-07,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,K. > 70 year old,Male,3
2022-01-07,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,K. > 70 year old,Female,1
2022-01-07,BALI,KAB. BULELENG,TEJAKULA,TEJAKULA I,ILI (Penyakit Serupa Influenza),Y,1.0,2022.0,2022 - 01,2022.01,D. 1 - 4 year old,Female,1
2022-01-07,BALI,KAB. BULELENG,TEJAKULA,TEJAKULA I,ILI (Penyakit Serupa Influenza),Y,1.0,2022.0,2022 - 01,2022.01,E. 5 - 9 year old,Female,4
2022-01-07,BALI,KAB. BULELENG,TEJAKULA,TEJAKULA I,ILI (Penyakit Serupa Influenza),Y,1.0,2022.0,2022 - 01,2022.01,H. 20 - 44 year old,Male,4
2022-01-07,BALI,KAB. BULELENG,TEJAKULA,TEJAKULA I,ILI (Penyakit Serupa Influenza),Y,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Male,4
2022-01-07,BALI,KAB. BULELENG,TEJAKULA,TEJAKULA I,ILI (Penyakit Serupa Influenza),Y,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Female,1
2022-01-07,BALI,KAB. BULELENG,TEJAKULA,TEJAKULA I,ILI (Penyakit Serupa Influenza),Y,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Female,4
2022-01-07,BALI,KAB. BULELENG,TEJAKULA,TEJAKULA I,ILI (Penyakit Serupa Influenza),Y,1.0,2022.0,2022 - 01,2022.01,K. > 70 year old,Female,4
2022-01-07,BALI,KAB. BULELENG,TEJAKULA,TEJAKULA I,Pnemonia,D,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Male,4
2022-01-07,BALI,KAB. BULELENG,TEJAKULA,TEJAKULA I,None,None,1.0,2022.0,2022 - 01,2022.01,F. 10 - 14 year old,Female,4
2022-01-07,BALI,KAB. BULELENG,TEJAKULA,TEJAKULA I,None,None,1.0,2022.0,2022 - 01,2022.01,G. 15 - 19 year old,Male,4
2022-01-07,BALI,KAB. BULELENG,TEJAKULA,TEJAKULA I,None,None,1.0,2022.0,2022 - 01,2022.01,G. 15 - 19 year old,Female,4
2022-01-07,BALI,KAB. BULELENG,TEJAKULA,TEJAKULA I,None,None,1.0,2022.0,2022 - 01,2022.01,H. 20 - 44 year old,Male,9
2022-01-07,BALI,KAB. BULELENG,TEJAKULA,TEJAKULA I,None,None,1.0,2022.0,2022 - 01,2022.01,H. 20 - 44 year old,Female,21
2022-01-07,BALI,KAB. BULELENG,TEJAKULA,TEJAKULA I,None,None,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Male,18
2022-01-07,BALI,KAB. BULELENG,TEJAKULA,TEJAKULA I,None,None,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Female,17
2022-01-07,BALI,KAB. BULELENG,TEJAKULA,TEJAKULA I,None,None,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Male,55
2022-01-07,BALI,KAB. BULELENG,TEJAKULA,TEJAKULA I,None,None,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Female,27
2022-01-07,BALI,KAB. BULELENG,TEJAKULA,TEJAKULA I,None,None,1.0,2022.0,2022 - 01,2022.01,K. > 70 year old,Male,8
2022-01-07,BALI,KAB. BULELENG,TEJAKULA,TEJAKULA I,None,None,1.0,2022.0,2022 - 01,2022.01,K. > 70 year old,Female,4
2022-01-08,BALI,KAB. BULELENG,BANJAR,BANJAR I,Gigitan Hewan Penular Rabies,P,1.0,2022.0,2022 - 01,2022.01,,,2
2022-01-08,BALI,KAB. BULELENG,BANJAR,BANJAR I,ILI (Penyakit Serupa Influenza),Y,1.0,2022.0,2022 - 01,2022.01,,,4
2022-01-08,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,1.0,2022.0,2022 - 01,2022.01,,,50
2022-01-08,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,Sindrom Jaundice Akut,G,1.0,2022.0,2022 - 01,2022.01,C. 28 day old - 1 year old,Female,1
2022-01-08,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,A. 0 - 7 day old,Female,1
2022-01-08,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,D. 1 - 4 year old,Male,3
2022-01-08,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,D. 1 - 4 year old,Female,1
2022-01-08,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,E. 5 - 9 year old,Female,1
2022-01-08,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,F. 10 - 14 year old,Female,3
2022-01-08,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,G. 15 - 19 year old,Male,4
2022-01-08,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,G. 15 - 19 year old,Female,2
2022-01-08,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,H. 20 - 44 year old,Male,16
2022-01-08,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,H. 20 - 44 year old,Female,19
2022-01-08,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Male,20
2022-01-08,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Female,23
2022-01-08,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Male,35
2022-01-08,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Female,37
2022-01-08,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,K. > 70 year old,Male,16
2022-01-08,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,K. > 70 year old,Female,5
2022-01-09,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,C. 28 day old - 1 year old,Male,1
2022-01-09,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,D. 1 - 4 year old,Male,2
2022-01-09,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,E. 5 - 9 year old,Female,1
2022-01-09,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,F. 10 - 14 year old,Female,1
2022-01-09,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,G. 15 - 19 year old,Male,1
2022-01-09,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,H. 20 - 44 year old,Male,6
2022-01-09,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,H. 20 - 44 year old,Female,2
2022-01-09,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Male,4
2022-01-09,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Female,7
2022-01-09,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Male,9
2022-01-09,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Female,7
2022-01-09,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,1.0,2022.0,2022 - 01,2022.01,K. > 70 year old,Male,2
2022-01-09,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,1.0,2022.0,2022 - 01,2022.01,H. 20 - 44 year old,Female,1
2022-01-09,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Female,1
2022-01-09,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Male,2
2022-01-09,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Female,1
2022-01-09,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,E. 5 - 9 year old,Male,1
2022-01-09,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,F. 10 - 14 year old,Male,1
2022-01-09,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,H. 20 - 44 year old,Male,2
2022-01-09,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,H. 20 - 44 year old,Female,3
2022-01-09,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,I. 45 - 54 year old,Female,2
2022-01-09,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Male,5
2022-01-09,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,J. 55 - 69 year old,Female,4
2022-01-09,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,K. > 70 year old,Male,3
2022-01-09,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,1.0,2022.0,2022 - 01,2022.01,K. > 70 year old,Female,2
2022-01-10,BALI,KAB. BULELENG,BANJAR,BANJAR I,ILI (Penyakit Serupa Influenza),Y,2.0,2022.0,2022 - 02,2022.02,,,4
2022-01-10,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,2.0,2022.0,2022 - 02,2022.02,,,95
2022-01-10,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,Pnemonia,D,2.0,2022.0,2022 - 02,2022.02,I. 45 - 54 year old,Male,1
2022-01-10,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,2.0,2022.0,2022 - 02,2022.02,B. 8 - 28 day old,Male,1
2022-01-10,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,2.0,2022.0,2022 - 02,2022.02,C. 28 day old - 1 year old,Male,1
2022-01-10,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,2.0,2022.0,2022 - 02,2022.02,D. 1 - 4 year old,Male,1
2022-01-10,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,2.0,2022.0,2022 - 02,2022.02,D. 1 - 4 year old,Female,2
2022-01-10,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,2.0,2022.0,2022 - 02,2022.02,E. 5 - 9 year old,Male,7
2022-01-10,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,2.0,2022.0,2022 - 02,2022.02,E. 5 - 9 year old,Female,5
2022-01-10,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,2.0,2022.0,2022 - 02,2022.02,F. 10 - 14 year old,Male,5
2022-01-10,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,2.0,2022.0,2022 - 02,2022.02,F. 10 - 14 year old,Female,3
